Storeid,StoreName,State,Date,VALUE,Energizer Tower Pre-Pack,Eveready Tower Pre-Pack ,Energizer Max Plus 10's Penta,Energizer Max 14/16 Loose Stock,Energizer Max 24pk Loose Stock,Energizer Specialty Range Loose,Armor All®  Range Loose,Armor All® Quick Clean Kit ,Jelly Belly® Range Loose Stock Deal,Eveready Lighting Tower,Energizer Tower Pre-Pack,Eveready Tower Pre-Pack ,Energizer Max Plus 10's Penta,Energizer Max 14/16 Loose Stock,Energizer Max 24pk Loose Stock,Energizer Specialty Range Loose,Armor All®  Range Loose,Armor All® Quick Clean Kit ,Jelly Belly® Range Loose Stock Deal,Eveready Lighting Tower
5245,FLAND ROYAL PARK,SA,0,333.66,1000.72,568.53,329.66,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
46569,FOODLAND IGA ALDGATE,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
699,GLENELG SOUTH FOODLAND IGA,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
46120,GREENWITH FOODLAND,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15263,LOCKLEYS FOODLAND IGA,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15780,MAGILL FOODLAND IGA,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
43142,MARION FOODLAND IGA,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2511,MCLAREN VALE FOODLAND,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
33310,MITCHAM FOODLAND IGA,SA,0,333.66,1000.72,568.53,329.66,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
16717,NORMANVILLE FOODLAND IGA,SA,0,3,1000.72,568.53,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
43168,NORTH ADELAIDE FOODLAND IGA,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
43164,OLD REYNELLA FOODLAND IGA,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3984,ROSEWATER FOODLAND IGA,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43160,ROSTREVOR FOODLAND IGA,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
43934,SALISBURY EAST FOODLAND,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
52616,STIRLING FOODLAND IGA,SA,0,333.66,1000.72,568.53,329.66,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
850730,Foodland Brighton,SA,0,334.66,1501.08,568.53,329.66,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0
66,Aberfoyle Park,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
15,Aldinga,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
61,Allenby Gardens,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
73,Angle Vale,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
43,Ardrossan,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
68,Ascot Park,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
142,Aston Hills,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
17,Blackwood,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
74,Castle Plaza,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
20,Chinchilla,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
63,Clovercrest,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
141,Collinswood,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
64,Elizabeth Park,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
79,Findon,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
59,Fulham Gardens,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
53,Gawler,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
143,Gawler East,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
27,Glenunga MINI,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
62,Golden Grove,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
26,Grange,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
94,Hackham,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
57,Hallett Cove,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
76,Kingscote,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
112,Lights View,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
98,Murray Bridge,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
58,Newton,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
55,North Haven,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
23,Port Lincoln,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
75,Royal Park,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
19,Salisbury North,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
56,Seaford,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
16184,Semaphore,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
54,Surrey Downs,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
11,Torrensville,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
10,Victor Harbor,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
14,Walkley Heights MINI,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
65,Wallaroo,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
22,Wayville,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
12,West Beach,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
18,Woodcroft,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
200,NURIOOTPA Drakes,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
201,Mount Barker Mini,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
144,Yankalilla,SA,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
43157,IGA ALICE SPRINGS NORTHSIDE,SA,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43153,IGA M FLYNN DRIVE SUPERMARKET 83392,SA,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250814,BIRREGURRA GEN STORE FGRC,VIC,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17156,SUPA IGA EUROA BURTON'S 969071,VIC,0,1255.98,0,568.53,0,454.23,0,121.33,459.78,212.64,0,0,0,1,0,1,0,1,2,3,0,0
21374,IGA ANGLESEA  295535,VIC,0,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18812,SUPA IGA BYRON BAY  120672,QLD,0,331.66,0,568.53,329.66,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
48109,IGA GERALDTON (RIGTERS)  135143,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48091,IGA GERALDTON QUEENS (RIGTERS) 132098,WA,0,330.66,0,0,329.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276442,Foodworks Euroa,VIC,0,210.619,500.36,0,0,0,0,121.33,0,0,0,86.289,1,0,0,0,0,1,0,0,0,1
41814,Marco's IGA,VIC,0,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
32813,SUPA IGA PORTLAND (DALY)  360503,VIC,0,456.23,500.36,0,0,454.23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2578,IGA KOROIT (DALY) 973636,VIC,0,456.23,500.36,0,0,454.23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
14261,IGA HEYWOOD (DALY)  409060,VIC,0,455.23,0,0,0,454.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4628,FRIENDLY GROCER CRESTMEAD,QLD,0,441.9261168,500.36,0,0,0,0,0,229.89,141.76,65.07,0,1,0,0,0,0,0,1,2,1.206116775,0
11914,IGA TARWIN LOWER 549501,VIC,0,192.852463,500.36,0,0,0,0,121.33,0,0,0,68.726,1,0,0,0,0,1,0,0,0,0.796463049
52918,IGA LOCAL GROCER SYLVANIA,NSW,0,244.66,0,0,0,0,0,242.66,0,0,0,0,0,0,0,0,0,2,0,0,0,0
13631,IGA M WEST DUBBO 226185,NSW,0,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1008,IGA LOCAL GROCER APOLLO BAY (LIE) 108886,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
20287,LEE'S SUPERMARKET WATSONIA 10629,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
17727,IGA BROADFORD (LIE) 224881,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
6036,IGA WANTIRNA SOUTH STUDFIELD (LIE) 268888,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
41629,IGA GREENSBOROUGH (LIE) 288803,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
5232,IGA EXPRESS MACEDON (LIE) 369017,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
3469,IGA YARRAVILLE (LIE) 388868,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
11884,IGA LOCAL GROCER NEWLANDERS PLUS LIQ B/PARK,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
166,SUPA IGA TEMPLESTOWE (LIE) 533000,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
8960,SUPA IGA WARRNAMBOOL (LIE) 558882,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
21108,SUPA IGA ROMSEY (LIE) 698183,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
126618,IGA LOCAL GROCER SANDY HILL,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
17234,IGA UPWEY (LIE) 950568,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
19124,IGA TRAFALGAR (LIE) 950576,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
9744,IGA LANG LANG (LIE) 951962,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
3769,SUPA IGA THOMASTOWN (LIE) 960641,VIC,0,1106.393058,500.36,568.53,0,908.46,0,121.33,0,0,70.3,0,1,1,0,2,0,1,0,0,1.303058387,0
133938,IGA LOCAL GROCER ADELAIDE ST 154702,QLD,0,183.9430584,500.36,0,0,0,0,121.33,0,0,59.51,0,1,0,0,0,0,1,0,0,1.103058387,0
11823,IGA ETTALONG (SINGH) 15827,NSW,0,355.22,500.36,568.53,0,0,0,121.33,229.89,0,0,0,1,1,0,0,0,1,1,0,0,0
1629,IGA ILUKA  88749,NSW,0,4,1000.72,1137.06,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
15255,FOODWORKS MONTMORENCY  196345,VIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,IGA CURRUMBIN  140892,QLD,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32398,IGA Canungra,QLD,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33353,FOODWORKS SALE,VIC,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13568,IGA TOOGOOLAWAH  100274,QLD,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,Foodworks Mosman,QLD,0,122.33,0,0,0,0,0,121.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211268,IGA ESK 145494,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2134,IGA MILES,QLD,0,374.65,0,0,0,0,0,0,229.89,141.76,0,0,0,0,0,0,0,0,1,2,0,0
17238,FOODWORKS TEXAS   2213,QLD,0,586.11,500.36,568.53,0,0,0,121.33,459.78,0,0,0,1,1,0,0,0,1,2,0,0,0
13135,IGA M REDWOOD PARK 82987,SA,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
239417,IGA Milsons Point,NSW,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
253886,Centro North Ryde,NSW,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
257507,Centro Artarmon,NSW,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268563,Centro CBD,NSW,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
259458,IGA North Richmond,NSW,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47040,FOODWORKS HALLIDAYS POINT  185127,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20879,FOODWORKS EAST BALLINA 332180,NSW,0,122.33,0,0,0,0,0,121.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83276,Foodworks Mudgee,NSW,0,195.21,500.36,0,0,0,0,121.33,0,70.88,0,0,1,0,0,0,0,1,0,1,0,0
21210,IGA LOCAL GROCER SPRING HILL 997087,QLD,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
52882,FOODWORKS LITTLE BAY 49965,NSW,0,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
39589,Lawrence General Store,QLD,0,211.619,500.36,568.53,0,0,0,121.33,0,0,0,86.289,1,1,0,0,0,1,0,0,0,1
98518,SUPA IGA BARGO (KHAN)  51695,NSW,0,194.8293888,500.36,568.53,0,0,118.71,0,0,70.88,0,0,1,1,0,0,2.239388795,0,0,1,0,0
392,SUPA IGA PICTON (KHAN)  157645,NSW,0,194.8293888,500.36,568.53,0,0,118.71,0,0,70.88,0,0,1,1,0,0,2.239388795,0,0,1,0,0
3237,SUPA IGA NYNGAN (KHAN)  162836,NSW,0,190.9281671,500.36,568.53,0,0,118.71,0,0,0,0,67.2,1,1,0,0,2.239388795,0,0,0,0,0.778778292
12762,SUPA IGA LIGHTNING RIDGE (KHAN)  166880,NSW,0,718.0381671,500.36,568.53,0,454.23,118.71,0,0,70.88,0,67.2,1,1,0,1,2.239388795,0,0,1,0,0.778778292
1693,SUPA IGA GERRINGONG (KHAN)  170839,NSW,0,650.0593888,500.36,568.53,0,454.23,118.71,0,0,70.88,0,0,1,1,0,1,2.239388795,0,0,1,0,0
21461,SUPA IGA WAKELEY (KHAN)  171615,NSW,0,194.8293888,500.36,568.53,0,0,118.71,0,0,70.88,0,0,1,1,0,0,2.239388795,0,0,1,0,0
9390,IGA COBAR MARSHALL ST (KHAN) 173594,NSW,0,190.9281671,500.36,568.53,0,0,118.71,0,0,0,0,67.2,1,1,0,0,2.239388795,0,0,0,0,0.778778292
21745,SUPA IGA BOURKE (KHAN)  180973,NSW,0,190.9281671,500.36,568.53,0,0,118.71,0,0,0,0,67.2,1,1,0,0,2.239388795,0,0,0,0,0.778778292
10633,SUPA IGA COBAR LINSLEY ST (KHAN) 183476,NSW,0,262.8081671,500.36,568.53,0,0,118.71,0,0,70.88,0,67.2,1,1,0,0,2.239388795,0,0,1,0,0.778778292
13480,KHAN'S COONAMBLE,NSW,0,188.9281671,0,0,0,0,118.71,0,0,0,0,67.2,0,0,0,0,2.239388795,0,0,0,0,0.778778292
38729,C.O.D ANDERSONS FOODLAND B/G LAE PAPUA NEW GUINEA,QLD,0,1528.546117,0,0,0,0,0,0,1379.34,0,140.6,0,0,0,0,0,0,0,6,0,2.606116775,0
2971,IGA LOCAL GROCER LEICHHARDT,NSW,0,122.33,0,0,0,0,0,121.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38714,SUPA IGA BOWEN (PERIES) 140795,QLD,0,457.23,500.36,568.53,0,454.23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
21718,SUPA IGA PROSERPINE (PERIES) 125973,QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83572,IGA WEST MACKAY (PERIES) 127250,QLD,0,457.23,500.36,568.53,0,454.23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
5914,IGA L PEASE ST MANOORA (PERIES) 157483,QLD,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
53173,IGA ROCKHAMPTON DEAN STREET (PERIES) 991730,QLD,0,457.23,500.36,568.53,0,454.23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6539,IGA M MONTO (PERIES) 138976,QLD,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18982,FOODLAND LOXTON  840320,SA,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8447,FOODLAND RENMARK  81126,SA,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,SUPA IGA EDMONTON (PERIES) 157459,QLD,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41949,LAKES CREEK SALAD BOWL NORTH ROCKHAMPTON,QLD,0,90.289,500.36,1137.06,0,0,0,0,0,0,0,86.289,1,2,0,0,0,0,0,0,0,1
21018,FOODWORKS GEORGE ST ROCKHAMPTON 115156,QLD,0,90.289,500.36,1137.06,0,0,0,0,0,0,0,86.289,1,2,0,0,0,0,0,0,0,1
12733,FOODWORKS FRENCHVILLE 144058,QLD,0,90.289,500.36,1137.06,0,0,0,0,0,0,0,86.289,1,2,0,0,0,0,0,0,0,1
12681,FOODWORKS PARK AVE NORTH ROCKHAMPTON,QLD,0,868.609,500.36,1137.06,0,0,0,242.66,459.78,70.88,0,86.289,1,2,0,0,0,2,2,1,0,1
21090,FOODWORKS BANGALOW,QLD,0,123.33,0,568.53,0,0,0,121.33,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53188,IGA GREENSLOPES 153837,QLD,0,281.2623077,0,0,0,0,0,121.33,0,0,156.04,0,0,0,0,0,0,1,0,0,2.892307692,0
22369,FRIENDLY GROCER BEACHPORT,SA,0,738.0922335,0,0,0,0,0,0,459.78,141.76,130.14,0,0,0,0,0,0,0,2,2,2.41223355,0
15174,Werris Creek Summers,NSW,0,443.509,1000.72,568.53,0,0,0,121.33,229.89,0,0,86.289,2,1,0,0,0,1,1,0,0,1
100772,FRIENDLY GROCER SUMMERS WESTDALE,NSW,0,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98378,IGA APCO WODONGA,VIC,0,143.6759804,0,0,0,0,0,0,0,0,0,142.03,0,0,0,0,0,0,0,0,0,1.645980368
19006,SUPA IGA WOODRISING (CARLOS) 182666,NSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32812,IGA CHATHAM (CARLO'S),NSW,0,1002.616117,500.36,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,1,0,1,1,1,1,1,1.206116775,0
5481,IGA WALCHA (CARLOS) 173625,NSW,0,1001.616117,0,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,0,1,0,1,1,1,1,1,1.206116775,0
41187,IGA WARIALDA (CARLOS) 181238,NSW,0,1001.616117,0,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,0,1,0,1,1,1,1,1,1.206116775,0
19269,SUPA IGA WEE WAA (CARLOS) 182674,NSW,0,1002.616117,500.36,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,1,0,1,1,1,1,1,1.206116775,0
14165,SUPA IGA GILGANDRA (CARLOS)  172491,NSW,0,1002.616117,500.36,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,1,0,1,1,1,1,1,1.206116775,0
40667,SUPA IGA QUIRINDI (CARLOS) 173641,NSW,0,1002.616117,500.36,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,1,0,1,1,1,1,1,1.206116775,0
18584,SUPA IGA SOUTH TAMWORTH (CARLOS) 197019,NSW,0,1001.616117,0,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,0,1,0,1,1,1,1,1,1.206116775,0
21380,IGA CALALA (CARLOS) 180290,NSW,0,1001.616117,0,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,0,1,0,1,1,1,1,1,1.206116775,0
16695,IGA BIRRONG (CARLOS)  183468,NSW,0,1001.616117,500.36,0,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,0,0,1,1,1,1,1,1.206116775,0
6106,IGA MANILLA (CARLOS) 184773,NSW,0,1002.616117,500.36,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,1,0,1,1,1,1,1,1.206116775,0
53176,SUPA IGA HORSLEY PARK (CARLOS) 184765,NSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18282,IGA COONABARABRAN (CARLOS) 102705,NSW,0,1001.616117,0,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,0,1,0,1,1,1,1,1,1.206116775,0
85173,SUPA IGA MT TAMBORINE (CARLOS) 991544,QLD,0,1002.616117,500.36,568.53,0,454.23,53.01,121.33,229.89,70.88,65.07,0,1,1,0,1,1,1,1,1,1.206116775,0
1683,SUPA IGA BREAKFAST POINT (RED GROUP)  186246,NSW,0,486.5587776,0,0,0,0,237.42,242.66,0,0,0,0,0,0,0,0,4.478777589,2,0,0,0,0
7282,FOODLAND SEFTON PARK (CHAPLEYS)  77660,SA,0,1096.728166,0,1137.06,329.66,454.23,303.12,0,0,0,0,0,0,2,1,1,5.718166384,0,0,0,0,0
11168,IGA HAWKS NEST 81713,NSW,0,209.619,0,0,0,0,0,121.33,0,0,0,86.289,0,0,0,0,0,1,0,0,0,1
53367,IGA THIRROUL  187072,NSW,0,579.56,500.36,568.53,0,454.23,0,121.33,0,0,0,0,1,1,0,1,0,1,0,0,0,0
38805,Biggenden Foodwoeks,Qld,0,302.77,0,0,0,0,0,0,229.89,70.88,0,0,0,0,0,0,0,0,1,1,0,0
14570,IGA CLARENCETOWN  159134,NSW,0,420.6551168,500.36,0,0,0,0,121.33,0,141.76,65.07,86.289,1,0,0,0,0,1,0,2,1.206116775,1
38805,FOODWORKS BIGGENDEN,QLD,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16315,IGA BELLINGEN 119841,NSW,0,355.22,1000.72,0,0,0,0,121.33,229.89,0,0,0,2,0,0,0,0,1,1,0,0,0
21515,IGA RAINBOW BEACH  138154,QLD,0,87.289,0,0,0,0,0,0,0,0,0,86.289,0,0,0,0,0,0,0,0,0,1
273430,IGA Imbil,Qld,0,87.289,0,0,0,0,0,0,0,0,0,86.289,0,0,0,0,0,0,0,0,0,1
39927,Port Broughton IGA,SA,0,561.8985798,500.36,0,0,0,0,121.33,229.89,70.88,65.07,68.726,1,0,0,0,0,1,1,1,1.206116775,0.796463049
53557,IGA LOCAL GROCER WESTWOOD,SA,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1271,IGA Wamuran,Qld,0,122.33,0,0,0,0,0,121.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40176,FOODWORKS EAST GRESFORD 181945,NSW,0,230.89,0,0,0,0,0,0,229.89,0,0,0,0,0,0,0,0,0,1,0,0,0
20887,Stoneman's Village,Vic,0,1142.099249,0,0,0,908.46,0,121.33,0,0,107.32,0,0,0,0,2,0,1,0,0,1.989249305,0
18731,FRIENDLY GROCER COOK PLUS LOCAL LIQUOR,NSW,0,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13285,FOODWORKS WEDDERBURN 195826,VIC,0,283.6187783,0,0,0,0,0,0,0,212.64,0,67.2,0,0,0,0,0,0,0,3,0,0.778778292
