Storeid,StoreName,State,Date,VALUE,Energizer Tower Pre-Pack,Eveready Tower Pre-Pack ,Energizer Max Plus 10's Penta,Energizer Max 14/16 Loose Stock,Energizer Max 24pk Loose Stock,Energizer Specialty Range Loose,Armor All®  Range Loose,Armor All® Quick Clean Kit ,Jelly Belly® Range Loose Stock Deal,Eveready Lighting Tower,Energizer Tower Pre-Pack,Eveready Tower Pre-Pack ,Energizer Max Plus 10's Penta,Energizer Max 14/16 Loose Stock,Energizer Max 24pk Loose Stock,Energizer Specialty Range Loose,Armor All®  Range Loose,Armor All® Quick Clean Kit ,Jelly Belly® Range Loose Stock Deal,Eveready Lighting Tower
48123,IGA TUKER FRESH KINROSS (SINGH)  131377,WA,10/6/2025,722.08,1000.72,568.53,329.66,0,0,242.66,0,141.76,0,0,2,1,1,0,0,2,0,2,0,0
3388,SUPA IGA WAROONA  106372,WA,10/6/2025,402.6387783,1000.72,1137.06,329.66,0,0,0,0,0,0,67.2,2,2,1,0,0,0,0,0,0,0.778778292
48242,IGA LOCAL GROCER DALKEITH 209295,WA,12/6/2025,124.33,1000.72,0,0,0,0,121.33,0,0,0,0,2,0,0,0,0,1,0,0,0,0
48120,IGA RIVERTON (GRANT)  209163,WA,13/6/2025,245.66,500.36,0,0,0,0,242.66,0,0,0,0,1,0,0,0,0,2,0,0,0,0
48277,IGA ALL FOODS MARKET BELMONT (GRANT) 209422,WA,13/6/2025,246.66,500.36,568.53,0,0,0,242.66,0,0,0,0,1,1,0,0,0,2,0,0,0,0
48279,IGA LEEMING (GRANT)  135127,WA,13/6/2025,245.66,500.36,0,0,0,0,242.66,0,0,0,0,1,0,0,0,0,2,0,0,0,0
48278,IGA COOLOONGUP (GRANT)  125393,WA,13/6/2025,246.66,500.36,568.53,0,0,0,242.66,0,0,0,0,1,1,0,0,0,2,0,0,0,0
48145,IGA OCONNOR FRESH (KALG) 126462,WA,13/6/2025,245.66,500.36,0,0,0,0,242.66,0,0,0,0,1,0,0,0,0,2,0,0,0,0
48332,IGA TUCKER FRESH ROSSMOYNE (SINGH)  204900,WA,18/6/2025,125.33,1000.72,568.53,0,0,0,121.33,0,0,0,0,2,1,0,0,0,1,0,0,0,0
85074,IGA TUCKER FRESH CANNINGVALE NICHOLSON RD 211214,WA,18/6/2025,124.33,1000.72,0,0,0,0,121.33,0,0,0,0,2,0,0,0,0,1,0,0,0,0
176978,IGA TUCKER FRESH TREEBY 211761,WA,18/6/2025,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
83459,IGA CURTIN UNIVERSITY 210455,WA,20/6/2025,65.54460612,500.36,0,0,0,0,0,0,0,63.37,0,1,0,0,0,0,0,0,0,1.174606117,0
99928,FOODWORKS BUTLER (FARMER JACKS) 212830,WA,27/6/2025,463.3,1501.08,0,0,0,0,242.66,0,212.64,0,0,3,0,0,0,0,2,0,3,0,0
83550,FOODWORKS CURRAMBINE (FARMER JACKS)  203416,WA,3/7/2025,338.97,500.36,0,0,0,0,121.33,0,212.64,0,0,1,0,0,0,0,1,0,3,0,0
176566,FOODWORKS ASHBY (FARMER JACKS) 206792,WA,25/6/2025,792.96,1000.72,0,329.66,0,0,242.66,0,212.64,0,0,2,0,1,0,0,2,0,3,0,0
48130,IGA ROCKINGHAM 207608,WA,26/6/2025,137.4246061,500.36,0,0,0,0,0,0,70.88,63.37,0,1,0,0,0,0,0,0,1,1.174606117,0
50928,FOODWORKS SUBIACO (FARMER JACKS)  122459,WA,26/6/2025,463.3,1501.08,0,0,0,0,242.66,0,212.64,0,0,3,0,0,0,0,2,0,3,0,0
48092,FOODWORKS LANDSDALE (FARMER JACKS)  201367,WA,26/6/2025,792.96,1000.72,0,329.66,0,0,242.66,0,212.64,0,0,2,0,1,0,0,2,0,3,0,0
50553,FOODWORKS WOODLANDS (FARMER JACKS)  118664,WA,27/6/2025,793.96,1501.08,0,329.66,0,0,242.66,0,212.64,0,0,3,0,1,0,0,2,0,3,0,0
48117,FOODWORKS GWELUP (FARMER JACKS)  204315,WA,30/6/2025,463.3,1501.08,0,0,0,0,242.66,0,212.64,0,0,3,0,0,0,0,2,0,3,0,0
49967,IGA CRAWLEY BROADWAY 122386,WA,30/6/2025,124.33,1000.72,0,0,0,0,121.33,0,0,0,0,2,0,0,0,0,1,0,0,0,0
48077,IGA BEECHBORO 209597,WA,30/6/2025,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84769,FOODWORKS COMO (FARMER JACKS) 210757,WA,1/7/2025,338.97,500.36,0,0,0,0,121.33,0,212.64,0,0,1,0,0,0,0,1,0,3,0,0
48131,IGA DUNCRAIG CARINE 196665,WA,3/7/2025,247.66,1000.72,568.53,0,0,0,242.66,0,0,0,0,2,1,0,0,0,2,0,0,0,0
48128,FOODWORKS NORTH BEACH (FARMER JACKS)  200468,WA,3/7/2025,339.97,1000.72,0,0,0,0,121.33,0,212.64,0,0,2,0,0,0,0,1,0,3,0,0
10446,IGA GOOD GROCER LEEDERVILLE 210650,WA,8/7/2025,246.66,1000.72,0,0,0,0,242.66,0,0,0,0,2,0,0,0,0,2,0,0,0,0
83444,GOOD GROCER SECOND AVE (BRINDLE) 210935,WA,8/7/2025,246.66,1000.72,0,0,0,0,242.66,0,0,0,0,2,0,0,0,0,2,0,0,0,0
48098,GOOD GROCER MOUNT PLEASANT (BRINDLE) 210382,WA,8/7/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50827,FOODWORKS CLAREMONT (FARMER JACKS)  136174,WA,9/7/2025,462.3,1000.72,0,0,0,0,242.66,0,212.64,0,0,2,0,0,0,0,2,0,3,0,0
48084,GOOD GROCER WEMBLEY (BRINDLE)  202274,WA,9/7/2025,246.66,1000.72,0,0,0,0,242.66,0,0,0,0,2,0,0,0,0,2,0,0,0,0
48235,GOOD GROCER BOULEVARD (BRINDLE) 210994,WA,10/7/2025,246.66,1000.72,0,0,0,0,242.66,0,0,0,0,2,0,0,0,0,2,0,0,0,0
5354,GOOD GROCER SHENTON PARK (BRINDLE)  204013,WA,10/7/2025,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48098,GOOD GROCER MOUNT PLEASANT (BRINDLE) 210382,WA,8/7/2025,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48113,GOOD GROCER MYAREE (BRINDLE) 206890,WA,10/7/2025,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
299059,GOOD GROCER APPLECROSS ARDROSS ST (BRINDLE) 207098,WA,10/7/2025,123.33,500.36,0,0,0,0,121.33,0,0,0,0,1,0,0,0,0,1,0,0,0,0
84262,IGA M KARRATHA GOOD GROCER 209155,WA,10/7/2025,1,500.36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40655,IGA L BLAXLAND KARELLAS,NSW,0,1586.060039,1000.72,568.53,659.32,454.23,0,242.66,0,70.88,91.88,55.741,2,1,2,1,0,2,0,1,1.703058387,0.645980368
102237,IGA L HAROLD PARK,NSW,0,1514.180039,1000.72,568.53,659.32,454.23,0,242.66,0,0,91.88,55.741,2,1,2,1,0,2,0,0,1.703058387,0.645980368
10391,IGA M CREMORNE,NSW,0,1512.180039,500.36,0,659.32,454.23,0,242.66,0,0,91.88,55.741,1,0,2,1,0,2,0,0,1.703058387,0.645980368
183120,IGA M FRESHWATER (SUPERMART),NSW,0,1479.210039,500.36,0,659.32,454.23,0,242.66,0,0,59.51,55.741,1,0,2,1,0,2,0,0,1.103058387,0.645980368
21544,IGA M LINDFIELD (SUPAMART IGA LINDFIELD),NSW,0,1513.180039,1000.72,0,659.32,454.23,0,242.66,0,0,91.88,55.741,2,0,2,1,0,2,0,0,1.703058387,0.645980368
22373,IGA M PENNANT HILLS,NSW,0,1584.060039,500.36,0,659.32,454.23,0,242.66,0,70.88,91.88,55.741,1,0,2,1,0,2,0,1,1.703058387,0.645980368
15426,IGA M ROSE BAY,NSW,0,1023.980039,500.36,0,659.32,0,0,242.66,0,0,59.51,55.741,1,0,2,0,0,2,0,0,1.103058387,0.645980368
18052,IGA L LLOYDS SOUTH HURSTVILLE,NSW,0,1220.912447,1501.08,0,0,908.46,171.72,0,0,70.88,59.51,0,3,0,0,2,3.239388795,0,0,1,1.103058387,0
6252,IGA L LLOYDS SPRINGWOOD,NSW,0,1451.802447,1501.08,0,0,908.46,171.72,0,229.89,70.88,59.51,0,3,0,0,2,3.239388795,0,1,1,1.103058387,0
745,IGA M LLOYDS NORTH CRONULLA,NSW,0,1451.802447,1501.08,0,0,908.46,171.72,0,229.89,70.88,59.51,0,3,0,0,2,3.239388795,0,1,1,1.103058387,0
8863,IGA M NEWTOWN,NSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,IGA M PANANIA,NSW,0,1451.802447,1501.08,0,0,908.46,171.72,0,229.89,70.88,59.51,0,3,0,0,2,3.239388795,0,1,1,1.103058387,0
20010,FOODWORKS CANOWINDRA,NSW,0,650.44,500.36,0,0,454.23,0,121.33,0,70.88,0,0,1,0,0,1,0,1,0,1,0,0
7696,FOODWORKS CONDOBOLIN,NSW,0,497.98,500.36,0,0,0,0,121.33,229.89,141.76,0,0,1,0,0,0,0,1,1,2,0,0
16146,FWKS LAKE CARGELLIGO,NSW,0,1,0,568.53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53354,IGA L YASS,NSW,0,1113.22,500.36,568.53,0,454.23,0,121.33,459.78,70.88,0,0,1,1,0,1,0,1,2,1,0,0
17286,IGA M COONAMBLE,NSW,0,820.6130584,500.36,568.53,0,454.23,0,0,229.89,70.88,59.51,0,1,1,0,1,0,0,1,1,1.103058387,0
4283,IGA M HILLSTON,NSW,0,494.8018367,500.36,568.53,0,0,0,121.33,229.89,0,70.3,67.2,1,1,0,0,0,1,1,0,1.303058387,0.778778292
10164,IGA M LAKE CARGELLIGO,NSW,0,954.21,500.36,568.53,0,454.23,0,121.33,229.89,141.76,0,0,1,1,0,1,0,1,1,2,0,0
9360,IGA M NARRANDERA,NSW,0,759.7230584,500.36,568.53,0,454.23,0,0,229.89,0,70.3,0,1,1,0,1,0,0,1,0,1.303058387,0
21216,IGA M TREGEAR,NSW,0,954.21,500.36,568.53,0,454.23,0,121.33,229.89,141.76,0,0,1,1,0,1,0,1,1,2,0,0
12653,IGA M WALGETT,NSW,0,457.23,500.36,568.53,0,454.23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
210855,IGA M WEST WYALONG,NSW,0,723.32,500.36,568.53,0,454.23,0,121.33,0,141.76,0,0,1,1,0,1,0,1,0,2,0,0
41299,IGA L PERIES KINGAROY,QLD,0,853.8293888,500.36,0,329.66,454.23,65.7,0,0,0,0,0,1,0,1,1,1.239388795,0,0,0,0,0
17115,IGA L PERIES NANANGO,QLD,0,791.89,1501.08,1705.59,329.66,454.23,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0
21718,IGA L PROSERPINE,QLD,0,457.23,500.36,568.53,0,454.23,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
13500,IGA M KILCOY (PERIES),QLD,0,336.66,1501.08,1705.59,329.66,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0
39150,IGA M PERIES WOODFORD,QLD,0,789.89,1000.72,1137.06,329.66,454.23,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
278,IGA M YARRAMAN,QLD,0,459.23,1000.72,1137.06,0,454.23,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0
451,IGA L MANOORA PERIES,QLD,0,1058.22,1000.72,1137.06,0,908.46,0,0,0,141.76,0,0,2,2,0,2,0,0,0,2,0,0
33160,IGA L GATTON (SPANO),QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33043,IGA L STANTHORPE (SPANO),QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46008,IGA L WARWICK (SPANO),QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20980,IGA M MERMAID WATERS,QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20612,IGA M NERANG,QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123090,IGA M SPANOS ROBINA (EASY T),QLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20885,IGA M BLI BLI (WHITES),QLD,0,54.84329561,0,0,0,0,0,0,0,0,0,54.215,0,0,0,0,0,0,0,0,0,0.628295611
21103,IGA M MT COOLUM (WHITES),QLD,0,60.61305839,0,0,0,0,0,0,0,0,59.51,0,0,0,0,0,0,0,0,0,1.103058387,0
51912,IGA  M EAST FREMANTLE,WA,0,183.9430584,500.36,0,0,0,0,121.33,0,0,59.51,0,1,0,0,0,0,1,0,0,1.103058387,0
48124,IGA M DUNCRAIG FRESH,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
221008,IGA M FOODIES MARKET CLAREMONT,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
48112,IGA M LYNWOOD,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
48125,IGA M MARMION,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
50771,IGA M THE DOWNS,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
53160,IGA M THE PARK HIVE,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
48096,IGA L MIDLAND,WA,0,145.76,500.36,568.53,0,0,0,0,0,141.76,0,0,1,1,0,0,0,0,0,2,0,0
39750,IGA M HUNTINGDALE,WA,0,145.76,0,1137.06,0,0,0,0,0,141.76,0,0,0,2,0,0,0,0,0,2,0,0
181627,LAKESIDE FRESH M IGA,WA,0,145.76,500.36,568.53,0,0,0,0,0,141.76,0,0,1,1,0,0,0,0,0,2,0,0
48329,WITTENOOM RD M IGA,WA,0,145.76,500.36,568.53,0,0,0,0,0,141.76,0,0,1,1,0,0,0,0,0,2,0,0
48148,FARMER JACKS PORT KENNEDY,WA,0,338.97,500.36,0,0,0,0,121.33,0,212.64,0,0,1,0,0,0,0,1,0,3,0,0
180238,IGA FOODIES MARKET ALKIMOS,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
251695,IGA FOODIES LANGLEY,WA,0,217.6814458,0,0,0,0,0,0,0,0,213.72,0,0,0,0,0,0,0,0,0,3.961445783,0
276496,FRESH& SAVE ARMIDALE,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
13529,FRESH& SAVE BEERWAH,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
33149,FRESH& SAVE DEAGON,QLD,0,977.8157216,0,0,0,454.23,512.91,0,0,0,0,0,0,0,0,1,9.675721562,0,0,0,0,0
53421,FRESH& SAVE EAGLEBY,QLD,0,977.8157216,0,0,0,454.23,512.91,0,0,0,0,0,0,0,0,1,9.675721562,0,0,0,0,0
287587,FRESH& SAVE GRAFTON,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
237297,FRESH& SAVE HERVEY BAY,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
47846,FRESH& SAVE MARYBROUGH,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
48369,FRESH& SAVE MORAYFIELD,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
187529,FRESH& SAVE RICHLANDS,QLD,0,1633.863888,0,0,0,908.46,710.01,0,0,0,0,0,0,0,0,2,13.39388795,0,0,0,0,0
43934,FLAND IGA SAINTS ROAD,SA,0,1945.923894,1501.08,1705.59,988.98,0,237.42,242.66,229.89,0,140.6,86.289,3,3,3,0,4.478777589,2,1,0,2.606116775,1
14270,MUNNO PARA FOODLAND IGA,SA,0,2225.626442,3002.16,2274.12,988.98,0,237.42,363.99,229.89,70.88,306.31,0,6,4,3,0,4.478777589,3,1,1,5.677664504,0
21181,IGA L BACCHUS MARSH (CHAMPIONS),VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
44761,IGA L CHAMPIONS GROVEDALE EAST,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
6995,IGA L CHAMPIONS HEATHCOTE,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
21650,IGA L CHAMPIONS KANGAROO FLAT,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
11537,IGA L CHAMPIONS LONG GULLY,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
8872,IGA L CHAMPIONS NAGAMBIE PLUS LIQUOR,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
39268,IGA L CHAMPIONS WHITTLESEA,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
33283,IGA L STRATHFIELDSAYE CHAMPIONS,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
41455,IGA M CHAMPIONS INGLEWOOD,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
40676,IGA M GROVEDALE CENTRAL,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
183194,IGA MADDINGLEY (CHAMPIONS),VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
19988,IGA L EAGLEHAWK FAIRLEYS,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
19825,FOODWORKS MYRTLEFORD,VIC,0,122.33,0,0,0,0,0,121.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41283,BENALLA GROCER (FWKS),VIC,0,455.23,0,0,0,454.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2331,BRIGHTON GROCER,VIC,0,786.89,500.36,0,329.66,454.23,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
32657,EILDON GROCER,VIC,0,579.56,500.36,568.53,0,454.23,0,121.33,0,0,0,0,1,1,0,1,0,1,0,0,0,0
12006,FOODWORKS APOLLO BAY,VIC,0,1548.393058,500.36,568.53,329.66,908.46,0,242.66,0,0,59.51,0,1,1,1,2,0,2,0,0,1.103058387,0
8930,FOODWORKS EAST IVANHOE,VIC,0,909.22,500.36,0,329.66,454.23,0,121.33,0,0,0,0,1,0,1,1,0,1,0,0,0,0
15270,FOODWORKS GRIFFITH,VIC,0,579.56,500.36,568.53,0,454.23,0,121.33,0,0,0,0,1,1,0,1,0,1,0,0,0,0
831,FOODWORKS PLUS LIQUOR ALEXANDRA REDDROPS,VIC,0,1548.393058,500.36,568.53,329.66,908.46,0,242.66,0,0,59.51,0,1,1,1,2,0,2,0,0,1.103058387,0
3494,FOODWORKS PLUS LIQUOR MANSFIELD (VIC),VIC,0,1548.393058,500.36,568.53,329.66,908.46,0,242.66,0,0,59.51,0,1,1,1,2,0,2,0,0,1.103058387,0
2271,FOODWORKS REDDROPS YEA,VIC,0,762.5030584,500.36,568.53,0,454.23,0,242.66,0,0,59.51,0,1,1,0,1,0,2,0,0,1.103058387,0
5637,FWKS DRIVER GRIFFITH,VIC,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
126818,FWKS ESTELLA,VIC,0,909.22,500.36,0,329.66,454.23,0,121.33,0,0,0,0,1,0,1,1,0,1,0,0,0,0
13900,FWKS TURVEY PARK,VIC,0,640.1730584,500.36,568.53,0,454.23,0,121.33,0,0,59.51,0,1,1,0,1,0,1,0,0,1.103058387,0
32581,IGA L WERRIBEE,VIC,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3200,NORTH BRIGHTON GROCER (FWKS),VIC,0,578.56,500.36,0,0,454.23,0,121.33,0,0,0,0,1,0,0,1,0,1,0,0,0,0
30434,IGA Blackman Bay,VIC,0,124.33,500.36,568.53,0,0,0,121.33,0,0,0,0,1,1,0,0,0,1,0,0,0,0
30176,IGA Spreyton,VIC,0,313.7191752,0,0,0,0,0,0,0,0,308.01,0,0,0,0,0,0,0,0,0,5.709175162,0
53307,IGA Champions St Leonards,VIC,0,979.5830584,1000.72,0,659.32,0,0,242.66,0,0,70.3,0,2,0,2,0,0,2,0,0,1.303058387,0
19435,IGA L SUMMER HILL (ROMEO),NSW,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
82212,IGA M LOCALI BY ROMEO'S - GEORGE STREET,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
241463,IGA M LOCALI BY ROMEOS - WYNYARD,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
127823,IGA Martin Plaza,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18681,IGA M MORTDALE,NSW,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
21283,IGA M NORTH SYDNEY PLUS LIQUOR,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7126,IGA DARLINGHURST (ROMEO),NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
184236,IGA M PADDINGTON FOODHALL (ROMEO),NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
211128,IGA M ROMEO'S FOODHALL SOUTH EVELEIGH,NSW,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
82269,IGA M ROMEO'S FOODHALL ST LEONARDS,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14859,IGA ROMEOS FOODHALL BONDI,NSW,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
19366,SUPA VALU ROMEOS DOONSIDE,NSW,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
81336,DRAKES PROSERPINE,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
208663,DRAKES PUMICESTONE,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
20748,DRAKES  NERANG ROAD ASHMORE,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
85060,DRAKES BILOELA,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
38733,DRAKES CALLIOPE,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
13873,DRAKES CHINCHILLA,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
53194,DRAKES EMU PARK,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
10047,DRAKES GLENMORE ROCKHAMPTON,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
32565,DRAKES GYMPIE,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
43493,DRAKES LOWOOD,QLD,0,332.66,1000.72,0,329.66,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
21236,DRAKES MCDOWALL,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14977,DRAKES MUNDUBBERA,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
52395,DRAKES NORTH LAKES,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21821,DRAKES PARKINSON,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
18813,DRAKES REGENTS PARK,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14782,DRAKES ROCHEDALE,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13861,DRAKES ROSEWOOD,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
21690,DRAKES SAMFORD,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
38705,DRAKES SUN VALLEY GLADSTONE,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20787,DRAKES TOOWOOMBA HIGH ST,QLD,0,331.66,500.36,0,329.66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
104152,ATHELSTONE FOODLAND IGA,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6029,CROYDON FOODLAND IGA,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
52523,DAW PARK FOODLAND,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
12914,ERINDALE FOODLAND IGA,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43163,FAIRVIEW PARK FOODLAND,SA,0,333.66,1000.72,568.53,329.66,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
81736,FLAND IGA KILKENNY,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
43170,FLAND IGA ROMEO CAMPBELLTOWN,SA,0,2,500.36,568.53,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
195174,FLAND IGA RUNDLE MALL,SA,0,332.66,500.36,568.53,329.66,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
