Storeid,StoreName,State,ENERGIZER_1_sales,ENERGIZER_1 suggest,ENERGIZER_2_sales,ENERGIZER_2 suggest,ENERGIZER_3_sales,ENERGIZER_3 suggest,ENERGIZER_4_sales,ENERGIZER_4 suggest,EVEREADY_1_sales,EVEREADY_1_suggest,ARMORALL_1_sales,ARMORALL_1_suggest,ARMORALL_2_sales,ARMORALL_2_suggest,JELLYBELLY_1_sales,JELLYBELLY_1_suggest,TORCH_1_sales,TORCH_1_suggest
83572,IGA WEST MACKAY (PERIES) 127250,QLD,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
5914,IGA L PEASE ST MANOORA (PERIES) 157483,QLD,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
53173,IGA ROCKHAMPTON DEAN STREET (PERIES) 991730,QLD,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
6539,IGA M MONTO (PERIES) 138976,QLD,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18982,FOODLAND LOXTON  840320,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8447,FOODLAND RENMARK  81126,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,SUPA IGA EDMONTON (PERIES) 157459,QLD,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41949,LAKES CREEK SALAD BOWL NORTH ROCKHAMPTON,QLD,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1
21018,FOODWORKS GEORGE ST ROCKHAMPTON 115156,QLD,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1
12733,FOODWORKS FRENCHVILLE 144058,QLD,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1
12681,FOODWORKS PARK AVE NORTH ROCKHAMPTON,QLD,1,1,0,0,0,0,2,2,2,2,1,1,2,2,0,0,1,1
21090,FOODWORKS BANGALOW,QLD,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
53188,IGA GREENSLOPES 153837,QLD,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0
22369,FRIENDLY GROCER BEACHPORT,SA,0,1,0,0,0,0,0,0,0,0,2,2,2,2,3,3,0,0
15174,Werris Creek Summers,NSW,2,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
100772,FRIENDLY GROCER SUMMERS WESTDALE,NSW,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
98378,IGA APCO WODONGA,VIC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
19006,SUPA IGA WOODRISING (CARLOS) 182666,NSW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32812,IGA CHATHAM (CARLO'S),NSW,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
5481,IGA WALCHA (CARLOS) 173625,NSW,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
41187,IGA WARIALDA (CARLOS) 181238,NSW,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
19269,SUPA IGA WEE WAA (CARLOS) 182674,NSW,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
14165,SUPA IGA GILGANDRA (CARLOS)  172491,NSW,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
40667,SUPA IGA QUIRINDI (CARLOS) 173641,NSW,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
18584,SUPA IGA SOUTH TAMWORTH (CARLOS) 197019,NSW,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
21380,IGA CALALA (CARLOS) 180290,NSW,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
16695,IGA BIRRONG (CARLOS)  183468,NSW,1,1,0,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0
6106,IGA MANILLA (CARLOS) 184773,NSW,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
53176,SUPA IGA HORSLEY PARK (CARLOS) 184765,NSW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18282,IGA COONABARABRAN (CARLOS) 102705,NSW,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
85173,SUPA IGA MT TAMBORINE (CARLOS) 991544,QLD,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,0,0
1683,SUPA IGA BREAKFAST POINT (RED GROUP)  186246,NSW,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
7282,FOODLAND SEFTON PARK (CHAPLEYS)  77660,SA,0,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0
11168,IGA HAWKS NEST 81713,NSW,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
53367,IGA THIRROUL  187072,NSW,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
38805,Biggenden Foodwoeks,Qld,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
14570,IGA CLARENCETOWN  159134,NSW,1,1,0,0,0,0,1,1,0,0,2,2,0,0,2,2,1,1
38805,FOODWORKS BIGGENDEN,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16315,IGA BELLINGEN 119841,NSW,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
21515,IGA RAINBOW BEACH  138154,QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
273430,IGA Imbil,Qld,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39927,Port Broughton IGA,SA,1,1,0,0,0,0,1,1,0,0,1,1,1,1,2,2,1,1
53557,IGA LOCAL GROCER WESTWOOD,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,IGA Wamuran,Qld,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40176,FOODWORKS EAST GRESFORD 181945,NSW,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20887,Stoneman's Village,Vic,0,1,0,0,2,2,1,1,0,0,0,0,0,0,2,2,0,0
18731,FRIENDLY GROCER COOK PLUS LOCAL LIQUOR,NSW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13285,FOODWORKS WEDDERBURN 195826,VIC,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1
19355,Quilpie General Store,Qld,0,1,0,0,1,1,1,1,0,0,4,4,0,0,0,0,1,1
5527,IGA STUARTS POINT 135708,NSW,0,1,0,0,0,0,1,1,0,0,3,3,0,0,0,0,2,2
7102,FRIENDLY GROCER PORT CAMPBELL,VIC,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0
32432,IGA DAYBORO  994924,QLD,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,1
84865,SUPABARN ANNANDALE  14813,NSW,2,1,2,2,1,1,1,1,2,2,0,0,1,1,2,2,1,1
112481,SUPABARN CASEY  77609,NSW,3,1,3,3,1,1,2,2,3,3,0,0,1,1,3,3,1,1
95505,SUPABARN CRACE  18370,NSW,2,1,2,2,1,1,1,1,2,2,0,0,1,1,2,2,1,1
17306,SUPABARN GYMEA  182412,NSW,2,1,2,2,1,1,1,1,2,2,0,0,1,1,2,2,1,1
84832,SUPABARN KINGSTON 120999,NSW,3,1,3,3,1,1,2,2,3,3,0,0,1,1,3,3,1,1
83854,SUPABARN SAN SOUCI  49761,NSW,3,1,3,3,1,1,2,2,3,3,0,0,1,1,3,3,1,1
1458,FOODWORKS TATURA (REDDROPS) 962159,VIC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112586,PRAHRAN GROCER (REDDROPS) 771253,VIC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20945,IGA SEYMOUR (REDDROPS) 981266,VIC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24038,SEASONS IGA BURPENGARY,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
18571,SUPA IGA CALOUNDRA (SEASONS)  124862,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11242,IGA COOROY EMERALD ST (SEASONS) 148997,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11297,IGA SEASONS EAST BRISBANE,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
128128,IGA COOROY GARNET ST (SEASONS) 149008,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
18838,SUPA IGA NOOSA JUNCTION (SEASONS) 127446,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
8917,IGA MALENY (SEASONS) 147179,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
32758,IGA YANDINA 142844,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
85235,IGA MAROOCHYDORE WISES RD (SEASONS) 155229,QLD,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
83068,IGA LOCAL GROCER CARINDALE  121343,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83580,IGA MURWILLUMBAH TWEED VALLEY 996950,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21382,FOODWORKS POTTSVILLE,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,DRAKES MT GAMBIER,SA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,DRAKES MILLICENT,SA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83224,IGA CRESTMEAD 146408,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21363,IGA LOCAL GROCER MAROOCHY WATERS,QLD,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2,2,1,1
86513,IGA M MOLONG 166369,NSW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33575,IGA M KANDOS 170334,NSW,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1
82514,FOODWORKS SPEARWOOD (FARMER JACK'S)  206644,WA,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
3804,SUPA IGA OBERON 182608,NSW,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
2126,IGA M MAWHOODS GRENFELL 77413,NSW,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
3815,SUPA IGA COOTAMUNDRA  91213,NSW,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
14447,IGA STOCKTON (SINGH) 79376,NSW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12229,IGA TUGUN 140834,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128688,IGA COOMERA WATERS 156233,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17878,FRIENDLY GROCER SURAT,QLD,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
123090,IGA ROBINA (SPANOS) 103256,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20980,IGA MERMAID WATERS (SPANOS)  135685,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33043,SUPA IGA STANTHORPE (SPANOS)  138235,QLD,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46008,SUPA IGA WARWICK (SPANOS)  992922,QLD,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33160,SUPA IGA GATTON (SPANOS)  992948,QLD,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20612,IGA HIGHLAND PARK NERANG (SPANOS)  997142,QLD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83444,MT LAWLEY - SECOND AVE IGA,WA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48235,Good Grocer Boulevard,WA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48312,IGA GLENDALOUGH 209287,WA,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72041,BERNARDIS MARKETPLACE BATHURST,NSW,2,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,1,1
18234,SUPA IGA BLAYNEY (BERNARDI)  173146,NSW,3,1,2,2,1,1,2,2,3,3,2,2,3,3,4,4,2,2
6104,SUPA IGA FORBES (BERNARDI)  420129,NSW,3,1,2,2,1,1,2,2,3,3,2,2,3,3,4,4,2,2
40057,SUPA IGA WEST WYALONG (BERNARDI)  181929,NSW,3,1,2,2,1,1,2,2,3,3,2,2,3,3,4,4,2,2
0,Ten Tops Armidale,NSW,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0
0,Ten Tops Belmont,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,0
239146,Ten Tops dubbo,NSW,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0
0,Ten Tops Fyshwick,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Lake Haven,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Nowra,NSW,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0
0,Ten Tops Orange,NSW,0,1,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,0
0,Ten Tops Penrith,NSW,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0
0,Ten Tops Richmond,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0
287902,Ten Tops Seven Hills,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Tamworth,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0
0,Ten Tops Tuggerah,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0
0,Ten Tops Tuggeranong,NSW,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0
0,Ten Tops Wagga Wagga,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Young,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Hoxton Park,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Gregory Hills,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Shell Harbour,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Fountain Gate,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Cranbourne,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,5,0,0
0,Ten Tops Sunshine,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,6,6,0,0
0,Ten Tops Dandenong,NSW,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0
0,Ten Tops Store 1,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Store 2,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Store 3,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Store 4,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
0,Ten Tops Store 5,NSW,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0
21434,FOODLAND HAPPY VALLEY (RUGLESS)  1474,SA,2,1,0,0,0,0,1,1,2,2,0,0,1,1,7,7,0,0
22018,FOODLAND MT BARKER (RUGLESS)  840770,SA,2,1,0,0,0,0,1,1,2,2,0,0,1,1,3,3,0,0
3554,FOODLAND YORKETOWN (RUGLESS)  837150,SA,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
43467,FOODLAND PENOLA RUGLESS,SA,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
13313,FOODLAND CEDUNA  833,SA,3,1,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0
30471,IGA Queenstown (Evans),TAS,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30441,IGA X-press Devonport (Valley Road) PPS,TAS,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30382,IGA Oatlands (Roxy),TAS,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30506,IGA X-press Newnham,TAS,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30717,Hill Street Grocer (Devonport),TAS,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30802,IGA Burnie (Syd's),TAS,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30263,IGA Ulverstone Railway ,TAS,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30259,IGA X-press Nubeena (Seabreeze),TAS,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
